Style   ,Description    ,Clr,Color     ,Gender,Item Group  ,1/at once,   WIP ETA,   TOT ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,    S ,    M ,    L ,   XL 
52475,CLSC HI TUSCANY,966,BLACK/BLUE,WOMENS,WOMENS CLASS,1,          ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52478,CLSC MIDTUSCANY,600,RED       ,WOMENS,WOMENS CLASS,1,          ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52480,CLSC HI LANAI  ,400,BLUE      ,WOMENS,WOMENS CLASS,1,          ,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52483,CLSC MID LANAI ,400,BLUE      ,WOMENS,WOMENS CLASS,1,          ,7,0,0,0,0,0,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52485,CLSC MID LANAI ,542,PURPLE    ,WOMENS,WOMENS CLASS,1,          ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52486,CLSC HI JARDIN ,1,BLACK     ,WOMENS,WOMENS CLASS,1,          ,23,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52487,CLSC HI JARDIN ,303,OLIVE     ,WOMENS,WOMENS CLASS,1,          ,57,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52488,CLSC HI JARDIN ,400,BLUE      ,WOMENS,WOMENS CLASS,1,          ,28,0,0,0,0,0,15,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52489,CLSC MID JARDIN,1,BLACK     ,WOMENS,WOMENS CLASS,1,          ,97,0,0,0,0,0,19,57,0,0,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52490,CLSC MID JARDIN,303,OLIVE     ,WOMENS,WOMENS CLASS,1,          ,61,0,0,0,0,0,26,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52491,CLSC MID JARDIN,400,BLUE      ,WOMENS,WOMENS CLASS,1,          ,15,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52500,MCKINLEY       ,542,PURPLE    ,KIDS  ,KIDS OUTDOOR,1,          ,490,63,53,75,78,57,94,0,0,0,1,2,28,39,0,0,0,0,0,0,0,0,0,0,0,0,0
52501,MCKINLEY       ,1,BLACK     ,KIDS  ,KIDS OUTDOOR,1,          ,326,19,29,44,37,33,37,0,0,1,11,26,38,51,0,0,0,0,0,0,0,0,0,0,0,0,0
52502,CLSC TUSCANY   ,1,BLACK     ,KIDS  ,KIDS CLASSIC,1,          ,7,0,1,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52503,CLSC TUSCANY   ,441,AQUA      ,KIDS  ,KIDS CLASSIC,1,          ,36,0,0,0,0,0,0,0,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52504,CLSC TUSCANY   ,531,VIOLET    ,KIDS  ,KIDS CLASSIC,1,          ,192,0,0,0,0,44,63,28,53,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52505,CLSC TUSCANY   ,650,PINK      ,KIDS  ,KIDS CLASSIC,1,          ,33,0,0,0,0,2,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52506,CLASSIC DAISY L,542,PURPLE    ,KIDS  ,KIDS CLASSIC,1,          ,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52507,CLASSIC DAISY L,400,BLUE      ,KIDS  ,KIDS CLASSIC,1,          ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52508,CLASSIC DAISY L,650,PINK      ,KIDS  ,KIDS CLASSIC,1,          ,131,0,0,0,51,53,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52510,CLSC HI SPIDERS,1,BLACK     ,KIDS  ,KIDS CLASSIC,1,          ,158,0,1,3,20,6,44,62,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52511,CLSC HI SPIDERS,20,GRAY      ,KIDS  ,KIDS CLASSIC,1,          ,144,0,0,1,0,13,41,34,48,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52522,RUE            ,542,PURPLE    ,KIDS  ,KIDS OUTDOOR,1,          ,702,88,87,94,73,72,67,0,0,32,41,43,48,57,0,0,0,0,0,0,0,0,0,0,0,0,0
52523,RUE            ,400,BLUE      ,KIDS  ,KIDS OUTDOOR,1,          ,621,72,67,81,73,69,67,0,0,29,29,34,52,48,0,0,0,0,0,0,0,0,0,0,0,0,0
52524,RUE            ,650,PINK      ,KIDS  ,KIDS OUTDOOR,1,          ,"1,360",135,145,150,141,141,143,0,0,105,100,113,76,111,0,0,0,0,0,0,0,0,0,0,0,0,0
52551,CLSC HI HANDLES,444,TEAL      ,WOMENS,WOMENS CLASS,1,          ,117,0,0,0,0,0,30,0,0,0,33,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52564,CLASSIC HIGH HA,542,PURPLE    ,KIDS  ,KIDS CLASSIC,1,          ,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52565,CLASSIC HIGH HA,400,BLUE      ,KIDS  ,KIDS CLASSIC,1,          ,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52570,ALEX           ,1,BLACK     ,WOMENS,WOMENS OUTDO,1,          ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60142,CLASSIC HIGH   ,1,BLACK     ,MENS  ,MENS CLASSIC,1,          ,"4,481",0,0,0,5,0,0,158,372,543,"1,000",893,635,541,180,81,0,31,28,6,4,4,0,0,0,0,0
60142,CLASSIC HIGH   ,1,BLACK     ,MENS  ,MENS CLASSIC,2,1/25/13,"3,440",0,0,0,0,12,24,198,198,672,780,654,624,204,42,0,14,0,0,6,6,6,0,0,0,0,0
60142AR ,CLASSIC HIGH   ,1,BLACK     ,MENS  ,MENS CLASSIC,1,          ,24,0,0,0,0,0,0,0,0,0,12,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0
60152,CLASSIC HIGH   ,1,BLACK     ,WOMENS,WOMENS CLASS,1,          ,"1,950",0,0,0,0,0,125,351,397,547,414,95,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60153,CLASSIC HIGH HA,1,BLACK     ,WOMENS,WOMENS CLASS,1,          ,"4,390",0,0,0,0,0,357,868,901,"1,128",741,304,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60155,CLASSIC HIGH HA,5,BLK SMOOTH,WOMENS,WOMENS CLASS,1,          ,"6,059",0,0,0,0,0,654,"1,002","1,674","1,547","1,010",172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60156,CLSC MID HANDLE,1,BLACK     ,WOMENS,WOMENS CLASS,1,          ,558,0,0,0,0,0,55,117,159,90,106,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60156,CLSC MID HANDLE,1,BLACK     ,WOMENS,WOMENS CLASS,2,2/4/13,592,0,0,0,0,0,24,42,216,186,36,48,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60542,CLASSIC HIGH   ,973,MOSSY OAK ,MENS  ,MENS HUNTING,1,          ,"4,704",0,0,0,0,0,0,167,390,630,964,994,795,573,121,10,0,9,51,0,0,0,0,0,0,0,0
60542,CLASSIC HIGH   ,973,MOSSY OAK ,MENS  ,MENS HUNTING,2,1/25/13,"2,462",0,0,0,0,0,0,228,204,330,456,402,324,66,90,120,128,60,0,24,18,12,0,0,0,0,0
60544,CLSC HI 1000   ,973,MOSSY OAK ,MENS  ,MENS HUNTING,1,          ,19,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,1,7,0,0,0,0,0,0,0,0
60545,CLASSIC HIGH MT,973,MOSSY OAK ,MENS  ,MENS HUNTING,1,          ,551,0,0,0,0,0,0,19,104,104,91,82,77,47,25,0,0,0,2,0,0,0,0,0,0,0,0
61142,CLASSIC MID    ,1,BLACK     ,MENS  ,MENS CLASSIC,1,          ,"5,639",0,0,0,16,27,37,127,457,710,"1,181","1,296",822,466,268,82,54,56,31,3,3,3,0,0,0,0,0
61142,CLASSIC MID    ,1,BLACK     ,MENS  ,MENS CLASSIC,2,1/25/13,414,0,0,0,0,0,0,24,6,264,96,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Style   ,Description    ,Clr,Color     ,Gender,Item Group  ,1/at once,   WIP ETA,   TOT ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,    S ,    M ,    L ,   XL 
        ,               ,   ,          ,      ,            ,2/on WIP ,          ,       ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
61152,CLASSIC MID    ,1,BLACK     ,WOMENS,WOMENS CLASS,1,          ,"2,829",0,0,0,0,0,142,590,761,795,434,26,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61152,CLASSIC MID    ,1,BLACK     ,WOMENS,WOMENS CLASS,2,2/23/13,300,0,0,0,0,0,96,0,0,0,24,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61672,CLASSIC HIGH   ,973,MOSSY OAK ,KIDS  ,KIDS HUNTING,1,          ,"3,036",193,236,219,250,340,384,68,68,165,249,286,298,280,0,0,0,0,0,0,0,0,0,0,0,0,0
61672,CLASSIC HIGH   ,973,MOSSY OAK ,KIDS  ,KIDS HUNTING,2,12/13/12,318,36,36,54,66,48,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61672,CLASSIC HIGH   ,973,MOSSY OAK ,KIDS  ,KIDS HUNTING,2,12/20/12,900,126,156,96,90,126,102,6,12,12,30,30,48,66,0,0,0,0,0,0,0,0,0,0,0,0,0
61672,CLASSIC HIGH   ,973,MOSSY OAK ,KIDS  ,KIDS HUNTING,2,1/26/13,600,42,144,42,156,108,72,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66543,VALLEY WALKER  ,973,MOSSY OAK ,MENS  ,MENS HUNTING,1,          ,371,0,0,0,0,0,0,11,33,58,69,77,65,29,8,15,0,0,6,0,0,0,0,0,0,0,0
66543,VALLEY WALKER  ,973,MOSSY OAK ,MENS  ,MENS HUNTING,2,1/25/13,300,0,0,0,0,0,0,6,6,36,66,78,12,48,12,0,18,18,0,0,0,0,0,0,0,0,0
68142,TILLAMOOK BAY  ,1,BLACK     ,MENS  ,MENS OUTDOOR,1,          ,962,0,0,0,0,0,0,48,52,179,139,177,177,77,78,10,14,0,11,0,0,0,0,0,0,0,0
68142,TILLAMOOK BAY  ,1,BLACK     ,MENS  ,MENS OUTDOOR,2,11/1/12,129,0,0,0,0,0,0,16,16,5,10,36,29,14,0,0,3,0,0,0,0,0,0,0,0,0,0
68142,TILLAMOOK BAY  ,1,BLACK     ,MENS  ,MENS OUTDOOR,2,2/4/13,"1,248",0,0,0,0,0,0,42,132,138,336,270,144,96,30,42,12,6,0,0,0,0,0,0,0,0,0
69142,RANCHER        ,1,BLACK     ,MENS  ,MENS INDUSTR,1,          ,"6,899",0,0,0,16,29,0,163,927,"1,261","1,387","1,316",855,585,263,44,30,9,14,0,0,0,0,0,0,0,0
69162,ROPER          ,963,BLK & BRN ,MENS  ,MENS INDUSTR,1,          ,"1,494",0,0,0,0,0,0,85,136,210,343,329,169,128,60,20,14,0,0,0,0,0,0,0,0,0,0
69172,RANCHER STL TOE,1,BLACK     ,MENS  ,MENS INDUSTR,1,          ,"1,955",0,0,0,0,0,0,48,206,352,345,349,244,189,107,41,29,19,26,0,0,0,0,0,0,0,0
71005,ROSE           ,400,BLUE      ,WOMENS,WOMENS OUTDO,1,          ,124,0,0,0,0,0,5,21,41,41,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71006,ROSE           ,200,BROWN     ,WOMENS,WOMENS OUTDO,1,          ,58,0,0,0,0,0,3,3,16,14,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71007,ROSE           ,1,BLACK     ,WOMENS,WOMENS OUTDO,1,          ,829,0,0,0,0,0,57,143,221,218,135,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71008,ROSE           ,300,GREEN     ,WOMENS,WOMENS OUTDO,1,          ,135,0,0,0,0,0,6,9,44,38,31,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71009,CLASSIC SHORT  ,1,BLACK     ,WOMENS,WOMENS CLASS,1,          ,447,0,0,0,0,0,26,111,103,121,59,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71010,CLASSIC SHORT  ,400,BLUE      ,WOMENS,WOMENS CLASS,1,          ,129,0,0,0,0,0,11,20,37,36,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71012,CLSC SHT MAY FL,1,BLACK     ,WOMENS,WOMENS CLASS,1,          ,162,0,0,0,0,0,21,56,41,36,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71013,CLSC SHT MAY FL,200,BROWN     ,WOMENS,WOMENS CLASS,1,          ,193,0,0,0,0,0,18,48,45,51,28,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71013,CLSC SHT MAY FL,307,OLIVE BRN ,WOMENS,WOMENS CLASS,1,          ,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71014,CLSC SHT MAY FL,20,GRAY      ,WOMENS,WOMENS CLASS,1,          ,110,0,0,0,0,0,17,30,20,13,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71015,CLSC SHT MAY FL,400,BLUE      ,WOMENS,WOMENS CLASS,1,          ,88,0,0,0,0,0,28,36,0,14,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71016,RUE GUM RUBBER ,400,BLUE      ,WOMENS,WOMENS OUTDO,1,          ,14,0,0,0,0,0,1,0,0,2,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71017,RUE GUM RUBBER ,200,BROWN     ,WOMENS,WOMENS OUTDO,1,          ,43,0,0,0,0,0,0,0,3,7,11,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71018,RUE GUM RUBBER ,1,BLACK     ,WOMENS,WOMENS OUTDO,1,          ,428,0,0,0,0,0,26,86,102,102,67,34,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71018,RUE GUM RUBBER ,1,BLACK     ,WOMENS,WOMENS OUTDO,2,2/4/13,300,0,0,0,0,0,54,42,84,72,30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71019,RUE GUM RUBBER ,300,GREEN     ,WOMENS,WOMENS OUTDO,1,          ,190,0,0,0,0,0,21,41,54,30,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71020,RUE AMBROSIA   ,511,GRAPE     ,WOMENS,WOMENS OUTDO,1,          ,243,0,0,0,0,0,39,80,62,31,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71021,RUE AMBROSIA   ,300,GREEN     ,WOMENS,WOMENS OUTDO,1,          ,98,0,0,0,0,0,9,18,23,18,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71022,RUE AMBROSIA   ,400,BLUE      ,WOMENS,WOMENS OUTDO,1,          ,95,0,0,0,0,0,14,34,12,15,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71023,CHARLOT GUM RUB,400,BLUE      ,WOMENS,WOMENS OUTDO,1,          ,47,0,0,0,0,0,3,3,5,12,19,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71024,CHARLOT GUM RUB,200,BROWN     ,WOMENS,WOMENS OUTDO,1,          ,12,0,0,0,0,0,3,0,3,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71025,CHARLOT GUM RUB,1,BLACK     ,WOMENS,WOMENS OUTDO,1,          ,230,0,0,0,0,0,16,47,52,64,38,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71026,CHARLOT GUM RUB,300,GREEN     ,WOMENS,WOMENS OUTDO,1,          ,5,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71027,MAY FLOWERS    ,1,BLACK     ,WOMENS,WOMENS CLASS,1,          ,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71028,MAY FLOWERS    ,303,OLIVE     ,WOMENS,WOMENS CLASS,1,          ,18,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71029,MAY FLOWERS    ,20,GRAY      ,WOMENS,WOMENS CLASS,1,          ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71030,MAY FLOWERS    ,400,BLUE      ,WOMENS,WOMENS CLASS,1,          ,27,0,0,0,0,0,14,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71031,CLSC MID AMBROS,1,BLACK     ,WOMENS,WOMENS CLASS,1,          ,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71032,CLSC MID AMBROS,400,BLUE      ,WOMENS,WOMENS CLASS,1,          ,53,0,0,0,0,0,9,11,4,1,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71033,CLSC MID AMBROS,20,GRAY      ,WOMENS,WOMENS CLASS,1,          ,189,0,0,0,0,0,11,36,59,44,32,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71034,CLASSIC SHORT  ,1,BLACK     ,MENS  ,MENS CLASSIC,1,          ,98,0,0,0,0,0,0,4,35,21,0,0,1,11,16,0,0,0,5,1,1,3,0,0,0,0,0
71034,CLASSIC SHORT  ,1,BLACK     ,MENS  ,MENS CLASSIC,2,2/4/13,283,0,0,0,0,0,0,0,24,66,72,57,42,12,0,4,6,0,0,0,0,0,0,0,0,0,0
71035,RANCHER SHORT  ,1,BLACK     ,MENS  ,MENS CLASSIC,1,          ,29,0,0,0,0,0,0,3,0,10,1,1,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0
71036B  ,BURNSIDE       ,13,CHARCOAL  ,KIDS  ,KIDS OUTDOOR,1,          ,73,7,12,6,5,8,8,0,0,3,3,8,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
71037B  ,BURNSIDE       ,400,BLUE      ,KIDS  ,KIDS OUTDOOR,1,          ,35,3,3,5,4,5,3,0,0,2,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
71038B  ,BURNSIDE       ,600,RED       ,KIDS  ,KIDS OUTDOOR,1,          ,46,3,3,4,5,7,5,0,0,6,1,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Style   ,Description    ,Clr,Color     ,Gender,Item Group  ,1/at once,   WIP ETA,   TOT ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,    S ,    M ,    L ,   XL 
        ,               ,   ,          ,      ,            ,2/on WIP ,          ,       ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
71055,BRIDGEPORT LEA ,202,CHOCOLATE ,MENS  ,MENS OUTDOOR,1,          ,41,0,0,0,0,0,0,0,1,9,2,10,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0
71056,BRIDGEPORT LEA ,1,BLACK     ,MENS  ,MENS OUTDOOR,1,          ,194,0,0,0,0,0,0,0,23,35,40,43,28,20,5,0,0,0,0,0,0,0,0,0,0,0,0
71061,FREMONT        ,203,COFFEE    ,MENS  ,MENS OUTDOOR,1,          ,16,0,0,0,0,0,0,0,4,1,0,4,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0
71062,FREMONT        ,1,BLACK     ,MENS  ,MENS OUTDOOR,1,          ,566,0,0,0,0,0,0,0,53,89,120,137,95,58,14,0,0,0,0,0,0,0,0,0,0,0,0
71065,WORLD SLAM     ,973,MOSSY OAK ,MENS  ,MENS HUNTING,1,          ,564,0,0,0,8,7,15,30,56,82,104,93,82,70,17,0,0,0,0,0,0,0,0,0,0,0,0
71065,WORLD SLAM     ,973,MOSSY OAK ,MENS  ,MENS HUNTING,2,2/4/13,300,0,0,0,6,12,6,0,0,12,66,96,60,12,30,0,0,0,0,0,0,0,0,0,0,0,0
71066,WORLD SLAM     ,974,REALTREE  ,MENS  ,MENS HUNTING,1,          ,377,0,0,0,0,0,18,19,44,61,66,67,70,22,10,0,0,0,0,0,0,0,0,0,0,0,0
71067,WORLD SLAM     ,300,GREEN     ,MENS  ,MENS HUNTING,1,          ,109,0,0,0,0,0,0,7,8,16,14,27,17,16,4,0,0,0,0,0,0,0,0,0,0,0,0
71068,BLAZE EXTREME  ,973,MOSSY OAK ,MENS  ,MENS HUNTING,1,          ,256,0,0,0,0,0,0,0,2,31,46,64,92,21,0,0,0,0,0,0,0,0,0,0,0,0,0
71071,BOWMAN         ,973,MOSSY OAK ,MENS  ,MENS HUNTING,1,          ,"1,309",0,0,0,5,10,18,49,141,202,223,228,229,148,56,0,0,0,0,0,0,0,0,0,0,0,0
71072,BOWMAN         ,974,REALTREE  ,MENS  ,MENS HUNTING,1,          ,59,0,0,0,1,1,0,2,1,26,12,0,5,2,9,0,0,0,0,0,0,0,0,0,0,0,0
71072,BOWMAN         ,974,REALTREE  ,MENS  ,MENS HUNTING,2,1/25/13,297,0,0,0,6,6,6,0,30,18,66,75,66,24,0,0,0,0,0,0,0,0,0,0,0,0,0
71073,BOWMAN         ,300,GREEN     ,MENS  ,MENS HUNTING,1,          ,180,0,0,0,0,0,0,7,17,27,40,42,37,5,5,0,0,0,0,0,0,0,0,0,0,0,0
71074,CLASSIC HIGH   ,300,GREEN     ,MENS  ,MENS CLASSIC,1,          ,34,0,0,0,0,0,0,1,0,14,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0
71075,EAGLE CAP      ,973,MOSSY OAK ,MENS  ,MENS HUNTING,1,          ,"1,190",0,0,0,6,9,13,13,105,163,255,244,213,128,41,0,0,0,0,0,0,0,0,0,0,0,0
71075,EAGLE CAP      ,973,MOSSY OAK ,MENS  ,MENS HUNTING,2,2/4/13,342,0,0,0,6,6,6,6,30,54,96,96,24,6,12,0,0,0,0,0,0,0,0,0,0,0,0
